Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2023-04-21,Dips,Chest,82.0,kgs,1,,,,""
2023-04-21,Smith Seal Row,Back,20.0,kgs,13,,,,""
2023-04-21,Decline Crunch,Abs,84.5,kgs,10,,,,""
2023-04-21,Dips,Chest,82.0,kgs,4,,,,""
2023-04-21,Smith Seal Row,Back,40.0,kgs,7,,,,""
2023-04-21,Decline Crunch,Abs,84.5,kgs,8,,,,""
2023-04-21,Dips,Chest,82.0,kgs,2,,,,""
2023-04-21,Smith Seal Row,Back,40.0,kgs,6,,,,""
2023-04-21,Decline Crunch,Abs,84.5,kgs,5,,,,""
2023-04-21,BTNSP,Front Delt,20.0,kgs,10,,,,""
2023-04-21,Chin Up,Back,82.0,kgs,4,,,,""
2023-04-21,Cable RDF,Rear Delts,2.0,kgs,9,,,,""
2023-04-21,BTNSP,Front Delt,20.0,kgs,9,,,,""
2023-04-21,Chin Up,Back,82.0,kgs,3,,,,""
2023-04-21,Cable RDF,Rear Delts,2.0,kgs,9,,,,""
2023-04-21,BTNSP,Front Delt,20.0,kgs,9,,,,""
2023-04-21,Chin Up,Back,82.0,kgs,4,,,,""
2023-04-21,Cable RDF,Rear Delts,2.0,kgs,9,,,,""
2023-04-21,EZ-Bar Skullcrusher,Triceps,20.0,kgs,9,,,,""
2023-04-21,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,8,,,,""
2023-04-21,Cable Lateral Raise,Side Delts,2.0,kgs,12,,,,""
2023-04-21,Finger Curl,Forearms,50.0,kgs,11,,,,""
2023-04-21,EZ-Bar Skullcrusher,Triceps,20.0,kgs,9,,,,""
2023-04-21,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,8,,,,""
2023-04-21,Cable Lateral Raise,Side Delts,2.0,kgs,12,,,,""
2023-04-21,Finger Curl,Forearms,50.0,kgs,12,,,,""
2023-04-21,EZ-Bar Skullcrusher,Triceps,20.0,kgs,9,,,,""
2023-04-21,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,6,,,,""
2023-04-21,Cable Lateral Raise,Side Delts,2.0,kgs,11,,,,""
2023-04-21,Finger Curl,Forearms,50.0,kgs,9,,,,""
2023-04-22,Smith Squat,Legs,40.0,kgs,5,,,,""
2023-04-22,Smith Squat,Legs,60.0,kgs,3,,,,""
2023-04-22,Leg Press,Legs,140.0,kgs,12,,,,""
2023-04-22,Calf Press,Calves,140.0,kgs,30,,,,""
2023-04-22,Leg Press,Legs,140.0,kgs,9,,,,""
2023-04-22,Calf Press,Calves,140.0,kgs,26,,,,""
2023-04-22,Romanian Deadlift,Legs,80.0,kgs,8,,,,""
2023-04-22,Smith Shrugs,Traps,40.0,kgs,11,,,,""
2023-04-22,Romanian Deadlift,Legs,80.0,kgs,8,,,,""
2023-04-22,Smith Shrugs,Traps,40.0,kgs,9,,,,""
2023-04-23,Coan Rows,Back,60.0,kgs,5,,,,""
2023-04-23,Incline Chest Press,Chest,60.0,kgs,12,,,,""
2023-04-23,Coan Rows,Back,70.0,kgs,5,,,,""
2023-04-23,Incline Chest Press,Chest,60.0,kgs,12,,,,""
2023-04-23,Coan Rows,Back,70.0,kgs,5,,,,""
2023-04-23,Incline Chest Press,Chest,70.0,kgs,10,,,,""
2023-04-23,Cable Pullovers,Back,7.0,kgs,12,,,,""
2023-04-23,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-04-23,Cable Curls,Biceps,7.0,kgs,12,,,,""
2023-04-23,SA DB Lateral Raises,Side Delts,12.5,kgs,8,,,,""
2023-04-23,Cable Curls,Biceps,5.0,kgs,12,,,,""
2023-04-23,Cable Pullovers,Back,8.0,kgs,12,,,,""
2023-04-23,Cable Pullovers,Back,8.0,kgs,10,,,,""
2023-04-23,SA DB Lateral Raises,Side Delts,12.5,kgs,6,,,,""
2023-04-23,Cable Curls,Biceps,8.0,kgs,10,,,,""
2023-04-23,Smith Upright Rows,Side Delts,20.0,kgs,11,,,,""
2023-04-23,Smith Upright Rows,Side Delts,20.0,kgs,12,,,,""
2023-04-23,Smith Upright Rows,Side Delts,20.0,kgs,12,,,,""
2023-04-25,Viking Smith Press,Front Delt,30.0,kgs,6,,,,""
2023-04-25,CG Pulldown,Back,80.0,kgs,12,,,,""
2023-04-25,Cable RDF,Rear Delts,2.0,kgs,10,,,,""
2023-04-25,Viking Smith Press,Front Delt,20.0,kgs,9,,,,""
2023-04-25,CG Pulldown,Back,90.0,kgs,12,,,,""
2023-04-25,Cable RDF,Rear Delts,2.0,kgs,10,,,,""
2023-04-25,Viking Smith Press,Front Delt,20.0,kgs,8,,,,""
2023-04-25,CG Pulldown,Back,90.0,kgs,12,,,,""
2023-04-25,Cable RDF,Rear Delts,2.0,kgs,8,,,,""
2023-04-25,Chest Press,Chest,60.0,kgs,8,,,,""
2023-04-25,Cable Lateral Raise,Side Delts,2.0,kgs,16,,,,""
2023-04-25,Decline Crunch,Abs,85.7,kgs,8,,,,""
2023-04-25,Finger Curl,Forearms,50.0,kgs,16,,,,""
2023-04-25,Chest Press,Chest,60.0,kgs,11,,,,""
2023-04-25,Cable Lateral Raise,Side Delts,2.0,kgs,14,,,,""
2023-04-25,Decline Crunch,Abs,85.7,kgs,7,,,,""
2023-04-25,Finger Curl,Forearms,50.0,kgs,14,,,,""
2023-04-25,Chest Press,Chest,60.0,kgs,9,,,,""
2023-04-25,Cable Lateral Raise,Side Delts,2.0,kgs,10,,,,""
2023-04-25,Decline Crunch,Abs,85.7,kgs,8,,,,""
2023-04-25,Finger Curl,Forearms,50.0,kgs,13,,,,""
2023-04-25,Rope Curls,Forearms,7.0,kgs,12,,,,""
2023-04-25,Cable Pullovers,Back,8.0,kgs,12,,,,""
2023-04-25,Cable Rope Extenison,Triceps,6.0,kgs,11,,,,""
2023-04-25,Rope Curls,Forearms,7.0,kgs,12,,,,""
2023-04-25,Cable Pullovers,Back,8.0,kgs,8,,,,""
2023-04-25,Cable Rope Extenison,Triceps,6.0,kgs,9,,,,""
2023-04-25,Rope Curls,Forearms,7.0,kgs,11,,,,""
2023-04-25,Cable Pullovers,Back,8.0,kgs,7,,,,""
2023-04-25,Cable Rope Extenison,Triceps,6.0,kgs,9,,,,""
2023-04-27,Dips,Chest,81.2,kgs,6,,,,""
2023-04-27,Smith Seal Row,Back,30.0,kgs,13,,,,""
2023-04-27,Decline Crunch,Abs,86.2,kgs,10,,,,""
2023-04-27,Dips,Chest,81.2,kgs,3,,,,""
2023-04-27,Smith Seal Row,Back,30.0,kgs,12,,,,""
2023-04-27,Decline Crunch,Abs,86.2,kgs,10,,,,""
2023-04-27,Dips,Chest,81.2,kgs,3,,,,""
2023-04-27,Smith Seal Row,Back,30.0,kgs,13,,,,""
2023-04-27,Decline Crunch,Abs,86.2,kgs,7,,,,""
2023-04-27,BTNSP,Front Delt,22.5,kgs,5,,,,""
2023-04-27,Chin Up,Back,81.2,kgs,5,,,,""
2023-04-27,Cable RDF,Rear Delts,2.0,kgs,12,,,,""
2023-04-27,BTNSP,Front Delt,22.5,kgs,7,,,,""
2023-04-27,Chin Up,Back,81.2,kgs,5,,,,""
2023-04-27,Cable RDF,Rear Delts,2.0,kgs,11,,,,""
2023-04-27,BTNSP,Front Delt,22.5,kgs,5,,,,""
2023-04-27,Chin Up,Back,81.2,kgs,3,,,,""
2023-04-27,Cable RDF,Rear Delts,2.0,kgs,9,,,,""
2023-04-27,EZ-Bar Skullcrusher,Triceps,20.0,kgs,12,,,,""
2023-04-27,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,9,,,,""
2023-04-27,Cable Lateral Raise,Side Delts,2.0,kgs,18,,,,""
2023-04-27,Finger Curl,Forearms,55.0,kgs,9,,,,""
2023-04-27,EZ-Bar Skullcrusher,Triceps,20.0,kgs,10,,,,""
2023-04-27,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,8,,,,""
2023-04-27,Cable Lateral Raise,Side Delts,2.0,kgs,16,,,,""
2023-04-27,Finger Curl,Forearms,55.0,kgs,9,,,,""
2023-04-27,EZ-Bar Skullcrusher,Triceps,20.0,kgs,9,,,,""
2023-04-27,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,9,,,,""
2023-04-27,Cable Lateral Raise,Side Delts,2.0,kgs,19,,,,""
2023-04-27,Finger Curl,Forearms,55.0,kgs,7,,,,""
2023-04-28,Leg Press,Legs,140.0,kgs,12,,,,""
2023-04-28,Calf Press,Calves,140.0,kgs,34,,,,""
2023-04-28,Leg Press,Legs,140.0,kgs,12,,,,""
2023-04-28,Calf Press,Calves,140.0,kgs,29,,,,""
2023-04-28,Leg Press,Legs,140.0,kgs,12,,,,""
2023-04-28,Calf Press,Calves,140.0,kgs,24,,,,""
2023-04-28,Smith Shrugs,Traps,40.0,kgs,12,,,,""
2023-04-28,Romanian Deadlift,Legs,80.0,kgs,10,,,,""
2023-04-28,Romanian Deadlift,Legs,80.0,kgs,8,,,,""
2023-04-28,Calf Press,Calves,160.0,kgs,22,,,,""
2023-04-28,Calf Press,Calves,160.0,kgs,16,,,,""
2023-04-28,Smith Shrugs,Traps,40.0,kgs,12,,,,""
2023-04-28,Romanian Deadlift,Legs,80.0,kgs,8,,,,""
2023-04-30,Coan Rows,Back,70.0,kgs,5,,,,""
2023-04-30,Incline Chest Press,Chest,70.0,kgs,13,,,,""
2023-04-30,Cable RDF,Rear Delts,2.0,kgs,14,,,,""
2023-04-30,Coan Rows,Back,70.0,kgs,5,,,,""
2023-04-30,Incline Chest Press,Chest,70.0,kgs,12,,,,""
2023-04-30,Cable RDF,Rear Delts,2.0,kgs,13,,,,""
2023-04-30,Coan Rows,Back,70.0,kgs,5,,,,""
2023-04-30,Incline Chest Press,Chest,70.0,kgs,11,,,,""
2023-04-30,Cable RDF,Rear Delts,2.0,kgs,12,,,,""
2023-04-30,Cable Pullovers,Back,8.0,kgs,14,,,,""
2023-04-30,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-04-30,Cable Curls,Biceps,8.0,kgs,12,,,,""
2023-04-30,Cable Curls,Biceps,8.0,kgs,12,,,,""
2023-04-30,Cable Pullovers,Back,8.0,kgs,14,,,,""
2023-04-30,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-04-30,Cable Pullovers,Back,8.0,kgs,14,,,,""
2023-04-30,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-04-30,Cable Curls,Biceps,8.0,kgs,12,,,,""
2023-04-30,Smith Upright Rows,Side Delts,22.5,kgs,12,,,,""
2023-04-30,DB French Press,Triceps,12.5,kgs,13,,,,""
2023-04-30,Decline Crunch,Abs,87.45,kgs,10,,,,""
2023-04-30,Smith Upright Rows,Side Delts,22.5,kgs,12,,,,""
2023-04-30,DB French Press,Triceps,12.5,kgs,12,,,,""
2023-04-30,Decline Crunch,Abs,87.45,kgs,10,,,,""
2023-05-01,Deadlift,Back,110.0,kgs,5,,,,""
2023-05-01,WG Pull Ups,Back,81.2,kgs,5,,,,""
2023-05-01,Deadlift,Back,110.0,kgs,5,,,,""
2023-05-01,WG Pull Ups,Back,81.2,kgs,5,,,,""
2023-05-02,Viking Smith Press,Front Delt,30.0,kgs,7,,,,""
2023-05-02,CG Pulldown,Back,90.0,kgs,12,,,,""
2023-05-02,Cable RDF,Rear Delts,3.0,kgs,7,,,,""
2023-05-02,Viking Smith Press,Front Delt,30.0,kgs,5,,,,""
2023-05-02,CG Pulldown,Back,90.0,kgs,12,,,,""
2023-05-02,Cable RDF,Rear Delts,3.0,kgs,4,,,,""
2023-05-02,Viking Smith Press,Front Delt,30.0,kgs,3,,,,""
2023-05-02,CG Pulldown,Back,90.0,kgs,12,,,,""
2023-05-02,Cable RDF,Rear Delts,3.0,kgs,4,,,,""
2023-05-02,Chest Press,Chest,60.0,kgs,12,,,,""
2023-05-02,Decline Crunch,Abs,87.45,kgs,10,,,,""
2023-05-02,Cable Lateral Raise,Side Delts,2.0,kgs,12,,,,""
2023-05-02,Finger Curl,Forearms,55.0,kgs,12,,,,""
2023-05-02,Chest Press,Chest,60.0,kgs,12,,,,""
2023-05-02,Decline Crunch,Abs,87.45,kgs,10,,,,""
2023-05-02,Cable Lateral Raise,Side Delts,2.0,kgs,11,,,,""
2023-05-02,Finger Curl,Forearms,55.0,kgs,12,,,,""
2023-05-02,Chest Press,Chest,60.0,kgs,12,,,,""
2023-05-02,Decline Crunch,Abs,87.45,kgs,10,,,,""
2023-05-02,Cable Lateral Raise,Side Delts,2.0,kgs,11,,,,""
2023-05-02,Finger Curl,Forearms,55.0,kgs,7,,,,""
2023-05-02,Rope Curls,Forearms,8.0,kgs,12,,,,""
2023-05-02,Cable Pullovers,Back,9.0,kgs,8,,,,""
2023-05-02,Cable Rope Extenison,Triceps,6.0,kgs,12,,,,""
2023-05-02,Rope Curls,Forearms,8.0,kgs,12,,,,""
2023-05-02,Cable Pullovers,Back,9.0,kgs,5,,,,""
2023-05-02,Cable Rope Extenison,Triceps,6.0,kgs,12,,,,""
2023-05-02,Rope Curls,Forearms,8.0,kgs,8,,,,""
2023-05-02,Cable Pullovers,Back,9.0,kgs,6,,,,""
2023-05-02,Cable Rope Extenison,Triceps,6.0,kgs,12,,,,""
2023-05-06,Dips,Chest,79.83,kgs,7,,,,""
2023-05-06,Smith Seal Row,Back,35.0,kgs,14,,,,""
2023-05-06,Decline Crunch,Abs,87.33,kgs,10,,,,""
2023-05-06,Dips,Chest,79.83,kgs,7,,,,""
2023-05-06,Smith Seal Row,Back,35.0,kgs,13,,,,""
2023-05-06,Decline Crunch,Abs,87.33,kgs,10,,,,""
2023-05-06,Dips,Chest,79.83,kgs,5,,,,""
2023-05-06,Smith Seal Row,Back,35.0,kgs,11,,,,""
2023-05-06,Decline Crunch,Abs,87.33,kgs,10,,,,""
2023-05-06,BTNSP,Front Delt,22.5,kgs,7,,,,""
2023-05-06,Chin Up,Back,79.83,kgs,7,,,,""
2023-05-06,Cable RDF,Rear Delts,3.0,kgs,7,,,,""
2023-05-06,BTNSP,Front Delt,22.5,kgs,7,,,,""
2023-05-06,Chin Up,Back,79.83,kgs,4,,,,""
2023-05-06,Cable RDF,Rear Delts,3.0,kgs,6,,,,""
2023-05-06,BTNSP,Front Delt,22.5,kgs,5,,,,""
2023-05-06,Chin Up,Back,79.83,kgs,4,,,,""
2023-05-06,Cable RDF,Rear Delts,3.0,kgs,5,,,,""
2023-05-06,EZ-Bar Skullcrusher,Triceps,22.5,kgs,10,,,,""
2023-05-06,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,10,,,,""
2023-05-06,Cable Lateral Raise,Side Delts,3.0,kgs,10,,,,""
2023-05-06,EZ-Bar Skullcrusher,Triceps,22.5,kgs,8,,,,""
2023-05-06,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,9,,,,""
2023-05-06,Cable Lateral Raise,Side Delts,3.0,kgs,8,,,,""
2023-05-06,EZ-Bar Skullcrusher,Triceps,22.5,kgs,8,,,,""
2023-05-06,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,8,,,,""
2023-05-06,Cable Lateral Raise,Side Delts,3.0,kgs,7,,,,""
2023-05-09,Coan Rows,Back,75.0,kgs,5,,,,""
2023-05-09,Incline Chest Press,Chest,75.0,kgs,12,,,,""
2023-05-09,Cable RDF,Rear Delts,3.0,kgs,8,,,,""
2023-05-09,Coan Rows,Back,75.0,kgs,5,,,,""
2023-05-09,Incline Chest Press,Chest,75.0,kgs,10,,,,""
2023-05-09,Cable RDF,Rear Delts,3.0,kgs,7,,,,""
2023-05-09,Coan Rows,Back,75.0,kgs,5,,,,""
2023-05-09,Incline Chest Press,Chest,75.0,kgs,7,,,,""
2023-05-09,Cable RDF,Rear Delts,3.0,kgs,6,,,,""
2023-05-09,Cable Pullovers,Back,9.0,kgs,10,,,,""
2023-05-09,SA DB Lateral Raises,Side Delts,12.5,kgs,12,,,,""
2023-05-09,Cable Curls,Biceps,9.0,kgs,12,,,,""
2023-05-09,Cable Pullovers,Back,9.0,kgs,9,,,,""
2023-05-09,SA DB Lateral Raises,Side Delts,12.5,kgs,10,,,,""
2023-05-09,Cable Curls,Biceps,9.0,kgs,10,,,,""
2023-05-09,Cable Pullovers,Back,9.0,kgs,9,,,,""
2023-05-09,SA DB Lateral Raises,Side Delts,12.5,kgs,9,,,,""
2023-05-09,Cable Curls,Biceps,9.0,kgs,8,,,,""
2023-05-09,Smith Upright Rows,Side Delts,25.0,kgs,12,,,,""
2023-05-09,Decline Crunch,Abs,87.43,kgs,12,,,,""
2023-05-09,DB French Press,Triceps,15.0,kgs,10,,,,""
2023-05-09,Smith Upright Rows,Side Delts,25.0,kgs,12,,,,""
2023-05-09,Decline Crunch,Abs,87.43,kgs,12,,,,""
2023-05-09,DB French Press,Triceps,15.0,kgs,10,,,,""
2023-05-09,Decline Crunch,Abs,87.43,kgs,12,,,,""
2023-05-09,DB French Press,Triceps,15.0,kgs,10,,,,""
2023-05-09,Smith Upright Rows,Side Delts,25.0,kgs,12,,,,""
2023-05-10,Deadlift,Back,115.0,kgs,5,,,,""
2023-05-10,Deadlift,Back,115.0,kgs,5,,,,""
2023-05-10,Deadlift,Back,115.0,kgs,5,,,,""
2023-05-10,Calf Press,Calves,180.0,kgs,16,,,,""
2023-05-10,Calf Press,Calves,180.0,kgs,16,,,,""
2023-05-10,Calf Press,Calves,180.0,kgs,16,,,,""
2023-05-10,WG Pull Ups,Back,81.2,kgs,6,,,,""
2023-05-10,WG Pull Ups,Back,81.2,kgs,5,,,,""
2023-05-10,WG Pull Ups,Back,81.2,kgs,3,,,,""
2023-05-10,WG Smith Shrugs,Traps,20.0,kgs,12,,,,""
2023-05-10,Calf Press,Calves,180.0,kgs,15,,,,""
2023-05-10,Leg Extension Machine,Legs,40.0,kgs,20,,,,""
2023-05-10,WG Smith Shrugs,Traps,20.0,kgs,12,,,,""
2023-05-10,Calf Press,Calves,180.0,kgs,17,,,,""
2023-05-11,Viking Smith Press,Front Delt,30.0,kgs,8,,,,""
2023-05-11,CG Pulldown,Back,100.0,kgs,12,,,,""
2023-05-11,Cable RDF,Rear Delts,3.0,kgs,9,,,,""
2023-05-11,Viking Smith Press,Front Delt,30.0,kgs,7,,,,""
2023-05-11,CG Pulldown,Back,100.0,kgs,9,,,,""
2023-05-11,Cable RDF,Rear Delts,3.0,kgs,8,,,,""
2023-05-11,Viking Smith Press,Front Delt,30.0,kgs,6,,,,""
2023-05-11,CG Pulldown,Back,100.0,kgs,9,,,,""
2023-05-11,Cable RDF,Rear Delts,3.0,kgs,6,,,,""
2023-05-11,Chest Press,Chest,65.0,kgs,12,,,,""
2023-05-11,Decline Crunch,Abs,90.74,kgs,10,,,,""
2023-05-11,Cable Lateral Raise,Side Delts,3.0,kgs,14,,,,""
2023-05-11,Finger Curl,Forearms,60.0,kgs,12,,,,""
2023-05-11,Chest Press,Chest,65.0,kgs,12,,,,""
2023-05-11,Decline Crunch,Abs,90.74,kgs,10,,,,""
2023-05-11,Cable Lateral Raise,Side Delts,3.0,kgs,12,,,,""
2023-05-11,Finger Curl,Forearms,60.0,kgs,9,,,,""
2023-05-11,Chest Press,Chest,65.0,kgs,12,,,,""
2023-05-11,Decline Crunch,Abs,90.74,kgs,10,,,,""
2023-05-11,Cable Lateral Raise,Side Delts,3.0,kgs,12,,,,""
2023-05-11,Finger Curl,Forearms,60.0,kgs,6,,,,""
2023-05-11,Rope Curls,Forearms,8.0,kgs,13,,,,""
2023-05-11,Cable Rope Extenison,Triceps,7.0,kgs,12,,,,""
2023-05-11,DB Pullover,Back,12.5,kgs,12,,,,""
2023-05-11,DB Pullover,Back,12.5,kgs,12,,,,""
2023-05-11,Cable Rope Extenison,Triceps,7.0,kgs,12,,,,""
2023-05-11,Rope Curls,Forearms,8.0,kgs,12,,,,""
2023-05-14,Dips,Chest,81.2,kgs,9,,,,""
2023-05-14,Smith Seal Row,Back,40.0,kgs,12,,,,""
2023-05-14,Decline Crunch,Abs,91.2,kgs,12,,,,""
2023-05-14,Dips,Chest,81.2,kgs,8,,,,""
2023-05-14,Smith Seal Row,Back,40.0,kgs,12,,,,""
2023-05-14,Decline Crunch,Abs,91.2,kgs,10,,,,""
2023-05-14,Dips,Chest,81.2,kgs,5,,,,""
2023-05-14,Smith Seal Row,Back,40.0,kgs,10,,,,""
2023-05-14,Decline Crunch,Abs,91.2,kgs,10,,,,""
2023-05-14,BTNSP,Front Delt,22.5,kgs,7,,,,""
2023-05-14,Chin Up,Back,81.2,kgs,8,,,,""
2023-05-14,Cable RDF,Rear Delts,3.0,kgs,10,,,,""
2023-05-14,BTNSP,Front Delt,22.5,kgs,8,,,,""
2023-05-14,Chin Up,Back,81.2,kgs,5,,,,""
2023-05-14,Cable RDF,Rear Delts,3.0,kgs,10,,,,""
2023-05-14,BTNSP,Front Delt,22.5,kgs,5,,,,""
2023-05-14,Chin Up,Back,81.2,kgs,5,,,,""
2023-05-14,Cable RDF,Rear Delts,3.0,kgs,6,,,,""
2023-05-14,EZ-Bar Skullcrusher,Triceps,22.5,kgs,12,,,,""
2023-05-14,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,12,,,,""
2023-05-14,Cable Lateral Raise,Side Delts,3.0,kgs,14,,,,""
2023-05-14,Finger Curl,Forearms,60.0,kgs,10,,,,""
2023-05-14,EZ-Bar Skullcrusher,Triceps,22.5,kgs,10,,,,""
2023-05-14,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,10,,,,""
2023-05-14,Cable Lateral Raise,Side Delts,3.0,kgs,11,,,,""
2023-05-14,Finger Curl,Forearms,60.0,kgs,10,,,,""
2023-05-14,EZ-Bar Skullcrusher,Triceps,22.5,kgs,10,,,,""
2023-05-14,Seated Incline Dumbbell Curl,Biceps,12.5,kgs,10,,,,""
2023-05-14,Cable Lateral Raise,Side Delts,3.0,kgs,10,,,,""
2023-05-14,Finger Curl,Forearms,60.0,kgs,10,,,,""
2023-05-19,Smith Squat,Legs,40.0,kgs,10,,,,""
2023-05-19,Calf Press,Calves,190.0,kgs,20,,,,""
2023-05-19,Smith Squat,Legs,40.0,kgs,10,,,,""
2023-05-19,Calf Press,Calves,190.0,kgs,19,,,,""
2023-05-19,Calf Press,Calves,190.0,kgs,18,,,,""
2023-05-19,Smith Squat,Legs,40.0,kgs,10,,,,""
2023-05-19,Calf Press,Calves,190.0,kgs,15,,,,""
2023-05-19,Romanian Deadlift,Legs,80.0,kgs,12,,,,""
2023-05-19,Smith Shrugs,Traps,50.0,kgs,12,,,,""
2023-05-19,Romanian Deadlift,Legs,80.0,kgs,10,,,,""
2023-05-19,Smith Shrugs,Traps,50.0,kgs,12,,,,""
2023-05-19,Calf Press,Calves,190.0,kgs,14,,,,""
2023-05-21,Coan Rows,Back,80.0,kgs,5,,,,""
2023-05-21,Incline Chest Press,Chest,75.0,kgs,12,,,,""
2023-05-21,Cable RDF,Rear Delts,3.0,kgs,10,,,,""
2023-05-21,Coan Rows,Back,80.0,kgs,5,,,,""
2023-05-21,Incline Chest Press,Chest,75.0,kgs,11,,,,""
2023-05-21,Cable RDF,Rear Delts,3.0,kgs,10,,,,""
2023-05-21,Coan Rows,Back,80.0,kgs,5,,,,""
2023-05-21,Incline Chest Press,Chest,75.0,kgs,10,,,,""
2023-05-21,Cable RDF,Rear Delts,3.0,kgs,8,,,,""
2023-05-21,Cable Curls,Biceps,9.0,kgs,12,,,,""
2023-05-21,Cable Pullovers,Back,9.0,kgs,12,,,,""
2023-05-21,SA DB Lateral Raises,Side Delts,12.5,kgs,10,,,,""
2023-05-21,Cable Curls,Biceps,9.0,kgs,8,,,,""
2023-05-21,Cable Pullovers,Back,9.0,kgs,12,,,,""
2023-05-21,SA DB Lateral Raises,Side Delts,12.5,kgs,7,,,,""
2023-05-21,SA DB Lateral Raises,Side Delts,12.5,kgs,6,,,,""
2023-05-21,Cable Pullovers,Back,9.0,kgs,12,,,,""
2023-05-21,Cable Curls,Biceps,9.0,kgs,8,,,,""
2023-05-21,Smith Upright Rows,Side Delts,27.5,kgs,12,,,,""
2023-05-21,Decline Crunch,Abs,92.5,kgs,11,,,,""
2023-05-21,DB French Press,Triceps,15.0,kgs,12,,,,""
2023-05-21,Smith Upright Rows,Side Delts,27.5,kgs,12,,,,""
2023-05-21,Decline Crunch,Abs,92.5,kgs,9,,,,""
2023-05-21,DB French Press,Triceps,15.0,kgs,9,,,,""
2023-05-21,Smith Upright Rows,Side Delts,27.5,kgs,7,,,,""
2023-05-21,DB French Press,Triceps,15.0,kgs,9,,,,""
2023-05-22,WG Pull Ups,Back,82.55,kgs,6,,,,""
2023-05-22,WG Pull Ups,Back,82.55,kgs,5,,,,""
2023-05-22,Deadlift,Back,120.0,kgs,5,,,,""
2023-05-22,Calf Press,Calves,190.0,kgs,18,,,,""
2023-05-22,WG Pull Ups,Back,82.55,kgs,5,,,,""
2023-05-22,Deadlift,Back,120.0,kgs,5,,,,""
2023-05-22,Calf Press,Calves,190.0,kgs,19,,,,""
2023-05-22,Calf Press,Calves,190.0,kgs,16,,,,""
2023-05-22,Deadlift,Back,120.0,kgs,5,,,,""
2023-05-22,WG Pull Ups,Back,82.55,kgs,3,,,,""
2023-05-22,Leg Extension Machine,Legs,45.0,kgs,12,,,,""
2023-05-22,WG Smith Shrugs,Traps,22.5,kgs,12,,,,""
2023-05-22,WG Smith Shrugs,Traps,32.5,kgs,12,,,,""
2023-05-22,Leg Extension Machine,Legs,45.0,kgs,12,,,,""
2023-05-22,Leg Extension Machine,Legs,45.0,kgs,12,,,,""
2023-05-22,WG Smith Shrugs,Traps,32.5,kgs,12,,,,""
2023-05-23,Viking Smith Press,Front Delt,30.0,kgs,9,,,,""
2023-05-23,CG Pulldown,Back,100.0,kgs,12,,,,""
2023-05-23,Cable RDF,Rear Delts,3.0,kgs,12,,,,""
2023-05-23,Viking Smith Press,Front Delt,30.0,kgs,6,,,,""
2023-05-23,CG Pulldown,Back,100.0,kgs,12,,,,""
2023-05-23,Cable RDF,Rear Delts,3.0,kgs,9,,,,""
2023-05-23,Viking Smith Press,Front Delt,30.0,kgs,6,,,,""
2023-05-23,CG Pulldown,Back,100.0,kgs,10,,,,""
2023-05-23,Cable RDF,Rear Delts,3.0,kgs,6,,,,""
2023-05-23,Chest Press,Chest,70.0,kgs,12,,,,""
2023-05-23,Cable Lateral Raise,Side Delts,3.0,kgs,12,,,,""
2023-05-23,Decline Crunch,Abs,92.5,kgs,10,,,,""
2023-05-23,Chest Press,Chest,70.0,kgs,12,,,,""
2023-05-23,Cable Lateral Raise,Side Delts,3.0,kgs,11,,,,""
2023-05-23,Decline Crunch,Abs,92.5,kgs,10,,,,""
2023-05-23,Chest Press,Chest,70.0,kgs,12,,,,""
2023-05-23,Cable Lateral Raise,Side Delts,3.0,kgs,12,,,,""
2023-05-23,Decline Crunch,Abs,92.5,kgs,10,,,,""
2023-05-23,Cable Rope Extenison,Triceps,8.0,kgs,12,,,,""
2023-05-23,Rope Curls,Forearms,9.0,kgs,12,,,,""
2023-05-23,DB Pullover,Back,15.0,kgs,12,,,,""
2023-05-23,Cable Rope Extenison,Triceps,8.0,kgs,12,,,,""
2023-05-23,Rope Curls,Forearms,9.0,kgs,12,,,,""
2023-05-23,DB Pullover,Back,15.0,kgs,12,,,,""
2023-05-27,Smith Seal Row,Back,40.0,kgs,12,,,,""
2023-05-27,Dips,Chest,81.2,kgs,10,,,,""
2023-05-27,Decline Crunch,Abs,92.5,kgs,10,,,,""
2023-05-27,Smith Seal Row,Back,40.0,kgs,12,,,,""
2023-05-27,Dips,Chest,81.2,kgs,7,,,,""
2023-05-27,Decline Crunch,Abs,92.5,kgs,8,,,,""
2023-05-27,Smith Seal Row,Back,40.0,kgs,10,,,,""
